             NaN             NaN   3.0000000e+00
   4.9000000e+01  -1.2275000e+02   3.0000000e+00
   4.8950000e+01  -1.2273300e+02   2.0000000e+00
   4.8967000e+01  -1.2280000e+02   2.0000000e+00
   4.8933000e+01  -1.2281600e+02   2.0000000e+00
   4.8933000e+01  -1.2275000e+02   2.0000000e+00
   4.8883000e+01  -1.2278300e+02   2.0000000e+00
   4.8833000e+01  -1.2271600e+02   2.0000000e+00
   4.8800000e+01  -1.2271600e+02   2.0000000e+00
   4.8783000e+01  -1.2265000e+02   2.0000000e+00
   4.8733000e+01  -1.2266600e+02   2.0000000e+00
   4.8733000e+01  -1.2271600e+02   2.0000000e+00
   4.8683000e+01  -1.2268300e+02   2.0000000e+00
   4.8633000e+01  -1.2260000e+02   2.0000000e+00
   4.8700000e+01  -1.2261600e+02   2.0000000e+00
   4.8717000e+01  -1.2265000e+02   2.0000000e+00
   4.8783000e+01  -1.2258300e+02   2.0000000e+00
   4.8767000e+01  -1.2251600e+02   2.0000000e+00
   4.8750000e+01  -1.2248300e+02   2.0000000e+00
   4.8717000e+01  -1.2251600e+02   2.0000000e+00
   4.8650000e+01  -1.2250000e+02   2.0000000e+00
   4.8600000e+01  -1.2243300e+02   2.0000000e+00
   4.8550000e+01  -1.2246600e+02   2.0000000e+00
   4.8567000e+01  -1.2255000e+02   2.0000000e+00
   4.8517000e+01  -1.2248300e+02   2.0000000e+00
   4.8450000e+01  -1.2248300e+02   2.0000000e+00
   4.8467000e+01  -1.2253300e+02   2.0000000e+00
   4.8500000e+01  -1.2255000e+02   2.0000000e+00
   4.8500000e+01  -1.2260000e+02   2.0000000e+00
   4.8550000e+01  -1.2258300e+02   2.0000000e+00
   4.8583000e+01  -1.2265000e+02   2.0000000e+00
   4.8567000e+01  -1.2266600e+02   2.0000000e+00
   4.8600000e+01  -1.2271600e+02   2.0000000e+00
   4.8567000e+01  -1.2273300e+02   2.0000000e+00
   4.8533000e+01  -1.2271600e+02   2.0000000e+00
   4.8567000e+01  -1.2266600e+02   2.0000000e+00
   4.8517000e+01  -1.2265000e+02   2.0000000e+00
   4.8517000e+01  -1.2260000e+02   2.0000000e+00
   4.8500000e+01  -1.2268300e+02   2.0000000e+00
   4.8450000e+01  -1.2265000e+02   2.0000000e+00
   4.8417000e+01  -1.2266600e+02   2.0000000e+00
   4.8367000e+01  -1.2266600e+02   2.0000000e+00
   4.8300000e+01  -1.2271600e+02   2.0000000e+00
   4.8217000e+01  -1.2278300e+02   2.0000000e+00
   4.8183000e+01  -1.2270000e+02   2.0000000e+00
   4.8150000e+01  -1.2266600e+02   2.0000000e+00
   4.8150000e+01  -1.2260000e+02   2.0000000e+00
   4.8117000e+01  -1.2258300e+02   2.0000000e+00
   4.8067000e+01  -1.2260000e+02   2.0000000e+00
   4.8017000e+01  -1.2258300e+02   2.0000000e+00
   4.8000000e+01  -1.2253300e+02   2.0000000e+00
   4.7967000e+01  -1.2255000e+02   2.0000000e+00
   4.7983000e+01  -1.2248300e+02   2.0000000e+00
   4.7967000e+01  -1.2245000e+02   2.0000000e+00
   4.7917000e+01  -1.2245000e+02   2.0000000e+00
   4.7900000e+01  -1.2238300e+02   2.0000000e+00
   4.7967000e+01  -1.2235000e+02   2.0000000e+00
   4.8033000e+01  -1.2236700e+02   2.0000000e+00
   4.8050000e+01  -1.2243300e+02   2.0000000e+00
   4.8083000e+01  -1.2246600e+02   2.0000000e+00
   4.8100000e+01  -1.2251600e+02   2.0000000e+00
   4.8033000e+01  -1.2250000e+02   2.0000000e+00
   4.8017000e+01  -1.2253300e+02   2.0000000e+00
   4.8067000e+01  -1.2253300e+02   2.0000000e+00
   4.8100000e+01  -1.2256600e+02   2.0000000e+00
   4.8167000e+01  -1.2256600e+02   2.0000000e+00
   4.8217000e+01  -1.2261600e+02   2.0000000e+00
   4.8217000e+01  -1.2271600e+02   2.0000000e+00
   4.8233000e+01  -1.2265000e+02   2.0000000e+00
   4.8283000e+01  -1.2265000e+02   2.0000000e+00
   4.8300000e+01  -1.2258300e+02   2.0000000e+00
   4.8283000e+01  -1.2255000e+02   2.0000000e+00
   4.8300000e+01  -1.2250000e+02   2.0000000e+00
   4.8350000e+01  -1.2258300e+02   2.0000000e+00
   4.8417000e+01  -1.2258300e+02   2.0000000e+00
   4.8450000e+01  -1.2255000e+02   2.0000000e+00
   4.8400000e+01  -1.2255000e+02   2.0000000e+00
   4.8367000e+01  -1.2250000e+02   2.0000000e+00
   4.8317000e+01  -1.2240000e+02   2.0000000e+00
   4.8317000e+01  -1.2233300e+02   2.0000000e+00
   4.8267000e+01  -1.2238300e+02   2.0000000e+00
   4.8250000e+01  -1.2240000e+02   2.0000000e+00
   4.8267000e+01  -1.2245000e+02   2.0000000e+00
   4.8250000e+01  -1.2253300e+02   2.0000000e+00
   4.8183000e+01  -1.2253300e+02   2.0000000e+00
   4.8133000e+01  -1.2250000e+02   2.0000000e+00
   4.8133000e+01  -1.2246600e+02   2.0000000e+00
   4.8050000e+01  -1.2235000e+02   2.0000000e+00
   4.8100000e+01  -1.2236700e+02   2.0000000e+00
   4.8150000e+01  -1.2246600e+02   2.0000000e+00
   4.8200000e+01  -1.2248300e+02   2.0000000e+00
   4.8200000e+01  -1.2243300e+02   2.0000000e+00
   4.8233000e+01  -1.2243300e+02   2.0000000e+00
   4.8217000e+01  -1.2235000e+02   2.0000000e+00
   4.8167000e+01  -1.2236700e+02   2.0000000e+00
   4.8117000e+01  -1.2236700e+02   2.0000000e+00
   4.8050000e+01  -1.2230000e+02   2.0000000e+00
   4.8033000e+01  -1.2223300e+02   2.0000000e+00
   4.8033000e+01  -1.2218300e+02   2.0000000e+00
   4.7967000e+01  -1.2221600e+02   2.0000000e+00
   4.7950000e+01  -1.2230000e+02   2.0000000e+00
   4.7900000e+01  -1.2231600e+02   2.0000000e+00
